iter	Passed	Remaining
229	8376	28043
230	8399	27962
231	8423	27883
232	8454	27831
233	8480	27761
234	8501	27674
235	8523	27593
236	8544	27508
237	8567	27430
238	8587	27344
239	8610	27265
240	8653	27252
241	8692	27226
242	8716	27155
243	8752	27117
244	8790	27088
245	8840	27097
246	8889	27101
247	8918	27042
248	8950	26996
249	8985	26957
250	9119	27213
251	9164	27204
252	9206	27183
253	9236	27126
254	9256	27042
255	9276	26960
256	9296	26878
257	9318	26799
258	9340	26724
259	9363	26649
260	9395	26603
261	9416	26523
262	9436	26443
263	9456	26364
264	9479	26291
265	9511	26245
266	9540	26190
267	9567	26133
268	9593	26070
269	9618	26006
270	9652	25965
271	9679	25905
272	9709	25857
273	9730	25782
274	9760	25731
275	9781	25658
276	9801	25583
277	9824	25514
278	9846	25445
279	9868	25376
280	9891	25309
281	9913	25239
282	9949	25208
283	9978	25156
284	10003	25096
285	10026	25030
286	10047	24961
287	10069	24893
288	10090	24824
289	10113	24760
290	10135	24695
291	10157	24628
292	10177	24558
293	10199	24493
294	10220	24426
295	10241	24358
296	10262	24290
297	10285	24228
298	10305	24161
299	10328	24100
300	10349	24033
301	10369	23967
302	10391	23902
303	10411	23837
304	10441	23792
305	10464	23733
306	10489	23677
307	10518	23632
308	10541	23573
309	10562	23510
310	10582	23444
311	10602	23378
312	10623	23317
313	10642	23250
314	10662	23186
315	10681	23121
316	10702	23059
317	10723	22998
318	10745	22939
319	10766	22879
320	10788	22821
321	10809	22760
322	10830	22699
323	10851	22641
324	10870	22577
325	10888	22511
326	10907	22449
327	10927	22388
328	10957	22348
329	10986	22305
330	11008	22249
331	11031	22195
332	11057	22147
333	11077	22088
334	11096	22027
335	11115	21967
336	11133	21902
337	11151	21842
338	11171	21782
339	11192	21725
340	11215	21674
341	11236	21618
342	11258	21565
343	11281	21513
344	11305	21463
345	11350	21453
346	11398	21450
347	11430	21416
348	11470	21397
349	11499	21356
350	11535	21329
351	11568	21297
352	11591	21244
353	11612	21191
354	11639	21148
355	11667	21106
356	11690	21056
357	11718	21015
358	11745	20971
359	11771	20927
360	11797	20882
361	11839	20866
362	11874	20838
363	11908	20807
364	11930	20755
365	11954	20708
366	11974	20653
367	12008	20623
368	12029	20570
369	12050	20517
370	12070	20464
371	12088	20408
372	12109	20354
373	12133	20308
374	12177	20295
375	12242	20317
376	12268	20273
377	12291	20225
378	12316	20180
379	12340	20134
380	12366	20091
381	12388	20042
382	12412	19995
383	12437	19951
384	12462	19907
385	12499	19882
386	12523	19837
387	12562	19814
388	12620	19822
389	12653	19792
390	12679	19749
391	12705	19706
392	12733	19667
393	12775	19650
394	12803	19610
395	12829	19568
396	12857	19528
397	12880	19483
398	12900	19432
399	12921	19382
400	12943	19334
401	12964	19285
402	12984	19235
403	13003	19183
404	13024	19135
405	13045	19086
406	13069	19042
407	13090	18993
408	13113	18949
409	13138	18906
410	13201	18918
411	13302	18985
412	13348	18971
413	13381	18940
414	13404	18895
415	13428	18852
416	13451	18806
417	13476	18763
418	13497	18716
419	13519	18669
420	13541	18623
421	13568	18584
422	13594	18544
423	13622	18505
424	13652	18470
425	13683	18437
426	13708	18396
427	13733	18354
428	13759	18313
429	13787	18276
430	13817	18242
431	13839	18196
432	13865	18155
433	13887	18111
434	13910	18067
435	13931	18021
436	13978	18009
437	13999	17962
438	14025	17922
439	14052	17884
440	14085	17854
441	14105	17807
442	14126	17761
443	14145	17713
444	14165	17667
445	14193	17630
446	14215	17586
447	14238	17543
448	14263	17503
449	14285	17459
450	14307	17416
451	14331	17375
452	14352	17331
453	14374	17286
454	14393	17240
455	14412	17193
456	14432	17148
457	14451	17101
458	14472	17057
459	14491	17012
460	14511	16967
461	14533	16923
462	14553	16879
463	14577	16839
464	14620	16821
465	14640	16776
466	14663	16735
467	14691	16700
468	14710	16655
469	14733	16614
470	14756	16574
471	14779	16533
472	14801	16491
473	14832	16460
474	14874	16439
475	14894	16397
476	14915	16354
477	14941	16316
478	14965	16277
479	14988	16237
480	15012	16198
481	15035	16157
482	15055	16115
483	15075	16072
484	15098	16032
485	15141	16013
486	15172	15983
487	15193	15940
488	15211	15896
489	15233	15855
490	15252	15812
491	15272	15768
492	15292	15726
493	15311	15683
494	15336	15646
495	15359	15607
496	15379	15565
497	15400	15524
498	15422	15484
499	15442	15442
500	15462	15400
501	15482	15359
502	15502	15317
503	15521	15275
504	15543	15235
505	15564	15195
506	15587	15156
507	15612	15120
508	15635	15082
509	15656	15042
510	15674	15000
511	15700	14965
512	15727	14930
513	15751	14892
514	15771	14852
515	15790	14811
516	15810	14770
517	15836	14735
518	15855	14694
519	15874	14653
520	15893	14612
521	15914	14572
522	15934	14533
523	15955	14493
524	15975	14454
525	15994	14413
526	16015	14374
527	16035	14334
528	16055	14295
529	16076	14256
530	16104	14223
531	16123	14184
532	16143	14144
533	16163	14104
534	16182	14065
535	16200	14024
536	16218	13983
537	16236	13942
538	16257	13905
539	16278	13866
540	16310	13838
541	16338	13806
542	16363	13771
543	16387	13736
544	16408	13698
545	16430	13661
546	16451	13624
547	16479	13592
548	16501	13555
549	16522	13518
550	16545	13482
551	16567	13445
552	16588	13408
553	16609	13371
554	16629	13333
555	16651	13297
556	16680	13266
557	16705	13233
558	16727	13196
559	16747	13158
560	16766	13120
561	16786	13082
562	16805	13044
563	16825	13007
564	16846	12970
565	16885	12947
566	16911	12914
567	16936	12880
568	16961	12848
569	16981	12810
570	17001	12773
571	17024	12738
572	17044	12701
573	17062	12663
574	17081	12625
575	17101	12588
576	17121	12551
577	17141	12515
578	17163	12479
579	17188	12446
580	17209	12410
581	17229	12374
582	17260	12345
583	17315	12334
584	17337	12299
585	17357	12262
586	17375	12224
587	17394	12188
588	17415	12152
589	17436	12116
590	17456	12081
591	17478	12045
592	17500	12011
593	17521	11975
594	17541	11939
595	17571	11910
596	17590	11874
597	17624	11847
598	17644	11812
599	17686	11790
600	17708	11756
601	17730	11722
602	17751	11686
603	17770	11650
604	17790	11615
605	17811	11580
606	17831	11544
607	17850	11508
608	17879	11478
609	17911	11451
610	17934	11418
611	17967	11391
612	18007	11368
613	18028	11333
614	18055	11302
615	18090	11277
616	18143	11262
617	18192	11245
618	18229	11220
619	18251	11186
620	18272	11151
621	18294	11117
622	18323	11088
623	18348	11056
624	18390	11034
625	18425	11008
626	18451	10976
627	18476	10944
628	18513	10919
629	18534	10885
630	18566	10857
631	18617	10840
632	18639	10806
633	18659	10771
634	18679	10737
635	18705	10705
636	18738	10678
637	18761	10645
638	18792	10616
639	18834	10594
640	18858	10562
641	18883	10529
642	18907	10497
643	18931	10465
644	18954	10432
645	18976	10398
646	18998	10365
647	19029	10336
648	19049	10302
649	19072	10269
650	19095	10237
651	19119	10204
652	19142	10172
653	19164	10138
654	19193	10109
655	19222	10080
656	19263	10057
657	19320	10041
658	19347	10011
659	19376	9981
660	19410	9954
661	19443	9927
662	19488	9905
663	19543	9889
664	19586	9866
665	19651	9855
666	19721	9846
667	19830	9855
668	19855	9824
669	19881	9792
670	19910	9762
671	19942	9733
672	19992	9713
673	20018	9682
674	20043	9650
675	20066	9617
676	20090	9585
677	20115	9553
678	20141	9521
679	20166	9490
680	20192	9458
681	20216	9426
682	20250	9399
683	20271	9365
684	20291	9331
685	20313	9297
686	20334	9264
687	20355	9230
688	20431	9222
689	20459	9191
690	20480	9158
691	20504	9126
692	20533	9096
693	20565	9067
694	20596	9038
695	20623	9007
696	20653	8978
697	20676	8945
698	20697	8912
699	20716	8878
700	20739	8845
701	20760	8812
702	20781	8779
703	20803	8747
704	20835	8718
705	20861	8687
706	20884	8655
707	20917	8626
708	20958	8602
709	20989	8573
710	21015	8542
711	21040	8510
712	21064	8479
713	21097	8450
714	21119	8418
715	21140	8385
716	21159	8351
717	21183	8320
718	21207	8288
719	21228	8255
720	21251	8223
721	21272	8190
722	21294	8158
723	21317	8126
724	21336	8093
725	21357	8060
726	21377	8027
727	21397	7994
728	21416	7961
729	21451	7934
730	21476	7902
731	21505	7873
732	21535	7844
733	21572	7817
734	21632	7799
735	21683	7777
736	21716	7749
737	21735	7716
738	21755	7683
739	21775	7650
740	21800	7620
741	21828	7589
742	21862	7562
743	21890	7532
744	21915	7501
745	21938	7469
746	21967	7440
747	22007	7414
748	22058	7392
749	22087	7362
750	22113	7331
751	22137	7300
752	22163	7269
753	22208	7245
754	22248	7219
755	22274	7188
756	22292	7156
757	22319	7125
758	22341	7094
759	22366	7063
760	22388	7031
761	22409	6999
762	22438	6969
763	22464	6939
764	22492	6909
765	22514	6877
766	22536	6846
767	22562	6815
768	22586	6784
769	22621	6756
770	22652	6728
771	22692	6701
772	22714	6670
773	22734	6638
774	22757	6606
775	22778	6575
776	22802	6544
777	22827	6513
778	22864	6486
779	22887	6455
780	22916	6425
781	22938	6394
782	22968	6365
783	22999	6336
784	23022	6305
785	23046	6274
786	23075	6245
787	23097	6214
788	23129	6185
789	23161	6156
790	23183	6125
791	23205	6094
792	23228	6063
793	23250	6032
794	23274	6001
795	23296	5970
796	23320	5939
797	23341	5908
798	23361	5876
799	23380	5845
800	23400	5813
801	23422	5782
802	23443	5751
803	23463	5719
804	23481	5687
805	23500	5656
806	23532	5628
807	23570	5600
808	23591	5569
809	23611	5538
810	23631	5507
811	23650	5475
812	23669	5444
813	23687	5412
814	23705	5381
815	23724	5349
816	23742	5318
817	23760	5286
818	23779	5255
819	23800	5224
820	23820	5193
821	23838	5162
822	23856	5130
823	23881	5100
824	23905	5070
825	23932	5041
826	23958	5011
827	23981	4981
828	24002	4951
829	24025	4920
830	24055	4892
831	24080	4862
832	24099	4831
833	24118	4800
834	24139	4770
835	24159	4739
836	24181	4709
837	24202	4678
838	24221	4648
839	24241	4617
840	24262	4587
841	24284	4556
842	24305	4526
843	24327	4496
844	24349	4466
845	24371	4436
846	24393	4406
847	24414	4376
848	24435	4346
849	24456	4315
850	24477	4285
851	24499	4255
852	24519	4225
853	24541	4195
854	24562	4165
855	24584	4135
856	24605	4105
857	24625	4075
858	24649	4046
859	24676	4017
860	24700	3987
861	24720	3957
862	24740	3927
863	24759	3897
864	24780	3867
865	24799	3837
866	24818	3807
867	24838	3777
868	24857	3747
869	24876	3717
870	24897	3687
871	24919	3657
872	24938	3627
873	24956	3597
874	24976	3568
875	24995	3538
876	25014	3508
877	25034	3478
878	25054	3448
879	25073	3419
880	25094	3389
881	25114	3359
882	25138	3330
883	25158	3301
884	25176	3271
885	25195	3241
886	25215	3212
887	25234	3182
888	25255	3153
889	25274	3123
890	25294	3094
891	25313	3064
892	25334	3035
893	25354	3006
894	25379	2977
895	25406	2948
896	25428	2919
897	25452	2891
898	25473	2861
899	25494	2832
900	25516	2803
901	25537	2774
902	25557	2745
903	25582	2716
904	25603	2687
905	25624	2658
906	25645	2629
907	25666	2600
908	25687	2571
909	25712	2542
910	25735	2514
911	25757	2485
912	25778	2456
913	25803	2427
914	25823	2398
915	25844	2370
916	25866	2341
917	25887	2312
918	25912	2283
919	25947	2256
920	25995	2229
921	26015	2200
922	26034	2171
923	26058	2143
924	26078	2114
925	26097	2085
926	26116	2056
927	26134	2027
928	26155	1998
929	26177	1970
930	26199	1941
931	26218	1912
932	26237	1884
933	26259	1855
934	26279	1826
935	26299	1798
936	26319	1769
937	26339	1741
938	26363	1712
939	26422	1686
940	26456	1658
941	26491	1631
942	26517	1602
943	26538	1574
944	26562	1545
945	26585	1517
946	26611	1489
947	26632	1460
948	26656	1432
949	26678	1404
950	26703	1375
951	26726	1347
952	26775	1320
953	26806	1292
954	26827	1264
955	26849	1235
956	26871	1207
957	26894	1179
958	26915	1150
959	26938	1122
960	26960	1094
961	26982	1065
962	27004	1037
963	27025	1009
964	27046	980
965	27070	952
966	27094	924
967	27116	896
968	27136	868
969	27157	839
970	27192	812
971	27212	783
972	27233	755
973	27254	727
974	27276	699
975	27295	671
976	27314	643
977	27334	614
978	27362	586
979	27389	558
980	27412	530
981	27430	502
982	27451	474
983	27470	446
984	27490	418
985	27512	390
986	27531	362
987	27550	334
988	27570	306
989	27591	278
990	27610	250
991	27631	222
992	27654	194
993	27675	167
994	27707	139
995	27778	111
996	27809	83
997	27828	55
998	27850	27
999	27871	0
