iter	Logloss
176	0.2757654834
177	0.2757161975
178	0.2756649172
179	0.275567506
180	0.2752323533
181	0.2751909011
182	0.2750782056
183	0.2750300692
184	0.2748930805
185	0.2748634974
186	0.2747034463
187	0.2744998418
188	0.2742568205
189	0.2741735678
190	0.2740571203
191	0.2739233017
192	0.2738363033
193	0.2737904549
194	0.2736954313
195	0.2735338176
196	0.2734898387
197	0.2734418384
198	0.2733763998
199	0.2732440364
200	0.2732140351
201	0.2731731987
202	0.273098639
203	0.2730625151
204	0.2730263813
205	0.272984741
206	0.2728721858
207	0.2727394353
208	0.2726504174
209	0.272580476
210	0.2725342461
211	0.2724183051
212	0.2723069572
213	0.2722597049
214	0.2720835941
215	0.27187607
216	0.2717910232
217	0.2717126738
218	0.2716364992
219	0.2716008086
220	0.2715490795
221	0.2714706077
222	0.2714011626
223	0.2713549522
224	0.2713278364
225	0.2712223589
226	0.2711062999
227	0.2710777786
228	0.2709944037
229	0.2709636831
230	0.2708159502
231	0.2705801303
232	0.2705545037
233	0.2704944668
234	0.2704603502
235	0.2703939015
236	0.2703686839
237	0.2702499993
238	0.2702090768
239	0.2701808265
240	0.2701507751
241	0.2701236004
242	0.2699809866
243	0.2699140099
244	0.2697672668
245	0.2697108403
246	0.2696354491
247	0.2694995212
248	0.2694690502
249	0.2694361167
250	0.2693848706
251	0.2693639041
252	0.2692746761
253	0.2692472608
254	0.2692018661
255	0.2691197108
256	0.2690853165
257	0.2690479191
258	0.2689912105
259	0.2689690589
260	0.268941961
261	0.2689139997
262	0.2688791664
263	0.2688146171
264	0.2686405809
265	0.2685405321
266	0.2684987292
267	0.2684000283
268	0.2683252253
269	0.2682970106
270	0.2682568853
271	0.2681771604
272	0.268093269
273	0.2680564681
274	0.2680137019
275	0.2679803407
276	0.2679494395
277	0.2678344091
278	0.2677322746
279	0.2676939705
280	0.2676340065
281	0.2675902385
282	0.2675645917
283	0.2675281281
284	0.2674876676
285	0.2674297623
286	0.26736503
287	0.2672904252
288	0.2672584315
289	0.2671826643
290	0.2671566412
291	0.2670950973
292	0.267056825
293	0.2670320306
294	0.2670116838
295	0.2669834677
296	0.2669407999
297	0.2668997215
298	0.2668171924
299	0.2667788806
300	0.2667457299
301	0.2667202146
302	0.2666926021
303	0.2666339425
304	0.2666024771
305	0.266573219
306	0.2665124883
307	0.2664560504
308	0.2664065993
309	0.2663076881
310	0.2662537056
311	0.2662282567
312	0.2661465403
313	0.26611995
314	0.266101861
315	0.266080849
316	0.2660581864
317	0.2660317564
318	0.2659376124
319	0.2659064904
320	0.2658801877
321	0.2658529835
322	0.2658315716
323	0.2657503496
324	0.2656741351
325	0.2656446322
326	0.2656190972
327	0.2656012839
328	0.2655809017
329	0.2655510688
330	0.2654860586
331	0.2654580751
332	0.2654384116
333	0.2654225746
334	0.2653908586
335	0.2652604416
336	0.2652169771
337	0.265196583
338	0.2651531165
339	0.2651290191
340	0.2651029722
341	0.2650653313
342	0.2650346446
343	0.2649579873
344	0.2649373895
345	0.2649133654
346	0.2648154638
347	0.2647942847
348	0.2647754586
349	0.26475752
350	0.2647337372
351	0.2647015679
352	0.264629501
353	0.2646131232
354	0.2645673686
355	0.2644519041
356	0.264426837
357	0.2644089377
358	0.2643626158
359	0.2643037601
360	0.2642731377
361	0.2642464765
362	0.2641945088
363	0.2641717337
364	0.2641509446
365	0.264128121
366	0.2640919714
367	0.2640661209
368	0.264022822
369	0.2640036603
370	0.2639866344
371	0.2639737212
372	0.2639519533
373	0.2639253014
374	0.2639010061
375	0.2638745989
376	0.2638485808
377	0.2638188073
378	0.2637533094
379	0.2637184656
380	0.2636807855
381	0.263641365
382	0.2636287834
383	0.2636038228
384	0.263547997
385	0.2635196408
386	0.2635002011
387	0.2634235759
388	0.263394483
389	0.2633767752
390	0.2633519952
391	0.2633373546
392	0.2633103724
393	0.2632591824
394	0.2632420871
395	0.2632259683
396	0.2632027326
397	0.2631623685
398	0.263145656
399	0.2631291463
400	0.2631034893
401	0.2630855065
402	0.2630748667
403	0.2630610919
404	0.2630444609
405	0.263026981
406	0.2629864745
407	0.2629502236
408	0.2629182141
409	0.262901316
410	0.2628498056
411	0.2628327318
412	0.2627823907
413	0.2627230435
414	0.2627013732
415	0.2626489886
416	0.2625942453
417	0.2625534158
418	0.2625310955
419	0.2625091679
420	0.2624493229
421	0.2624042748
422	0.2623685834
423	0.2623540048
424	0.2623172533
425	0.2622999886
426	0.2622759054
427	0.2622606866
428	0.2622370819
429	0.2622265379
430	0.2622153229
431	0.2621776208
432	0.262161178
433	0.2621445965
434	0.2621158573
435	0.2620880613
436	0.2620407133
437	0.26202681
438	0.2620011178
439	0.2619809536
440	0.2619021382
441	0.2618836564
442	0.2618680669
443	0.2618453166
444	0.2618305551
445	0.2617985038
446	0.2617836769
447	0.2617641235
448	0.2617353002
449	0.261702896
450	0.2616937502
451	0.2616783485
452	0.2616419494
453	0.2616190379
454	0.2615931614
455	0.2615797358
456	0.2615528964
457	0.26152267
458	0.2615060748
459	0.2614773777
460	0.2614571459
461	0.2614425239
462	0.261387716
463	0.2613707326
464	0.2613471782
465	0.2613353975
466	0.2613188514
467	0.2613020636
468	0.261282632
469	0.2612638071
470	0.2612495949
471	0.2612300881
472	0.2611978994
473	0.2611785901
474	0.2611671789
475	0.2611208058
476	0.2610956962
477	0.2610789796
478	0.2610595109
479	0.2610395408
480	0.26101599
481	0.2609924638
482	0.2609608412
483	0.2609481535
484	0.2609188143
485	0.2608881791
486	0.2608239393
487	0.2608083831
488	0.2607677563
489	0.2607194981
490	0.2606944915
491	0.2606746341
492	0.2606592327
493	0.2606369814
494	0.2606176408
495	0.2605950491
496	0.2605785847
497	0.260544581
498	0.2605286962
499	0.2605092057
500	0.2604921766
501	0.2604713413
502	0.260461754
503	0.2604465799
504	0.2604248537
505	0.2604013931
506	0.2603661492
507	0.260350252
508	0.2603364199
509	0.2603203963
510	0.2603037111
511	0.2602610559
512	0.2602417129
513	0.2602174703
514	0.2601879253
515	0.2601560989
516	0.2601304694
517	0.2600951396
518	0.260078251
519	0.2600620269
520	0.2600363034
521	0.2600250519
522	0.2600071333
523	0.2599906942
524	0.2599596789
525	0.2599435482
526	0.2599112348
527	0.2598980063
528	0.2598690897
529	0.2598519713
530	0.2598353466
531	0.2598212251
532	0.259751538
533	0.2597345153
534	0.2597148458
535	0.2596989484
536	0.2596891866
537	0.259672976
538	0.2596531947
539	0.2596327926
540	0.2596190225
541	0.2596065922
542	0.2595652442
543	0.2595427097
544	0.2595209837
545	0.259501984
546	0.2594865732
547	0.2594676822
548	0.2594380886
549	0.2594138214
550	0.2594037884
551	0.2593874418
552	0.2593741395
553	0.2593636009
554	0.2593526776
555	0.2593031564
556	0.2592754288
557	0.2592591097
558	0.2592365095
559	0.2592140071
560	0.2592007625
561	0.2591464652
562	0.2591324566
563	0.2591110876
564	0.2590654717
565	0.2590428029
566	0.2590265125
567	0.2590073741
568	0.2589780515
569	0.2589591071
570	0.2589354761
571	0.2589207607
572	0.2589006335
573	0.2588748293
574	0.2588485308
575	0.2587950961
576	0.2587691818
577	0.2587631693
578	0.2587565179
579	0.2587414411
580	0.2587003201
581	0.2586843574
582	0.2586770239
583	0.2586412592
584	0.2586264643
585	0.258601145
586	0.2585803322
587	0.2585660473
588	0.2585485421
589	0.2585343033
590	0.25850459
591	0.2584917985
592	0.2584573078
593	0.2584171651
594	0.2583948434
595	0.2583887473
596	0.2583583061
597	0.2583396527
598	0.2583158295
599	0.2583027771
600	0.2582896838
601	0.258274957
602	0.2582487178
603	0.2582323531
604	0.2582261091
605	0.258209413
606	0.2581902934
607	0.2581828447
608	0.2581297347
609	0.2581180675
610	0.2581033996
611	0.2580868635
612	0.2580771671
613	0.2580614715
614	0.258042919
615	0.2580342229
616	0.2580087452
617	0.2579998724
618	0.257983785
619	0.2579630471
620	0.2579403314
621	0.2579287383
622	0.2579084514
623	0.2578737418
624	0.2578611116
625	0.257825364
626	0.2578095083
627	0.2577921218
628	0.2577664742
629	0.25775098
630	0.2577406536
631	0.2577258767
632	0.2577107488
633	0.2576953788
634	0.257676617
635	0.2576572899
636	0.2576374807
637	0.2576169191
638	0.2576070818
639	0.2575923485
640	0.2575846232
641	0.2575555496
642	0.2575448533
643	0.2575342143
644	0.2575082811
645	0.2574943375
646	0.2574557514
647	0.2574373977
648	0.2574250355
649	0.2574016927
650	0.2573800362
651	0.2573585303
652	0.2573429417
653	0.257331221
654	0.2573071887
655	0.2572842583
656	0.2572660849
657	0.2572573635
658	0.2572402515
659	0.2572227674
660	0.2571995526
661	0.2571851042
662	0.2571611707
663	0.257150149
664	0.2571338713
665	0.2571250201
666	0.2571023747
667	0.2570901888
668	0.257073426
669	0.2570610897
670	0.2570418396
671	0.2570302534
672	0.2570144022
673	0.2570021831
674	0.256992207
675	0.2569835132
676	0.2569640081
677	0.256935999
678	0.2569219532
679	0.2569056873
680	0.2568851966
681	0.2568652309
682	0.2568524209
683	0.2568370932
684	0.2568196884
685	0.2568143286
686	0.2567947892
687	0.2567750179
688	0.2567575892
689	0.2567375043
690	0.256718745
691	0.2567088862
692	0.2566970242
693	0.2566854621
694	0.2566678375
695	0.2566382785
696	0.2566153617
697	0.2566020536
698	0.2565757428
699	0.2565650559
700	0.2565518346
701	0.2565283717
702	0.2565163754
703	0.2565068721
704	0.2564953858
705	0.2564702628
706	0.2564441286
707	0.2564325627
708	0.2564166259
709	0.256399967
710	0.2563853501
711	0.2563748749
712	0.2563657068
713	0.2563585435
714	0.2563397671
715	0.2563306637
716	0.2563096417
717	0.2562962064
718	0.2562880388
719	0.256249419
720	0.2562298854
721	0.2562163762
722	0.2561967785
723	0.2561812327
724	0.2561745954
725	0.256150401
726	0.2561395758
727	0.2561281923
728	0.2561148674
729	0.2561015085
730	0.256092273
731	0.2560764388
732	0.256063631
733	0.2560448877
734	0.2560342754
735	0.2560105371
736	0.255989733
737	0.2559742079
738	0.2559655051
739	0.2559392533
740	0.2559080865
741	0.2558956412
742	0.255882474
743	0.2558660885
744	0.2558599114
745	0.2558458393
746	0.2558268182
747	0.2558183757
748	0.2557841349
749	0.2557783252
750	0.2557716582
751	0.2557587584
752	0.2557429508
753	0.2557305967
754	0.2557223722
755	0.2557057795
756	0.2556941698
757	0.2556523303
758	0.2556347088
759	0.255619394
760	0.2555653295
761	0.2555471979
762	0.2555105542
763	0.2554931746
764	0.2554861911
765	0.2554728541
766	0.2554480402
767	0.2554299823
768	0.2554200883
769	0.2554100417
770	0.2553939265
771	0.2553770372
772	0.2553645305
773	0.2553490894
774	0.2553383485
775	0.2553302603
776	0.255320345
777	0.2553080724
778	0.2552936141
779	0.2552648988
780	0.2552496848
781	0.2552008187
782	0.2551865044
783	0.2551771011
784	0.2551620467
785	0.2551540575
786	0.2551444717
787	0.2551230717
788	0.2550962547
789	0.2550626849
790	0.2550476046
791	0.2550302786
792	0.2550229086
793	0.2550094092
794	0.254992303
795	0.2549840702
796	0.2549690975
797	0.2549554691
798	0.2549381571
799	0.2549241786
800	0.2549093589
801	0.2548910282
802	0.2548680433
803	0.2548570545
804	0.2548440065
805	0.2548255885
806	0.2547980502
807	0.2547664037
808	0.2547516806
809	0.2547288091
810	0.2547170787
811	0.2546966363
812	0.2546864048
813	0.2546726262
814	0.2546625547
815	0.2546516973
816	0.2546414398
817	0.2546346627
818	0.2546264577
819	0.2545980123
820	0.2545899708
821	0.2545784895
822	0.2545654984
823	0.2545533808
824	0.2545368987
825	0.2545252345
826	0.2545108264
827	0.2545030677
828	0.2544925093
829	0.2544759728
830	0.2544467331
831	0.2544300934
832	0.2544220818
833	0.2544060581
834	0.2543964889
835	0.2543826912
836	0.2543673618
837	0.2543530365
838	0.2543426165
839	0.2543298946
840	0.2543187407
841	0.2543047825
842	0.2542943233
843	0.2542720517
844	0.2542524856
845	0.2542433396
846	0.2542230559
847	0.2542090331
848	0.2541961843
849	0.254182028
850	0.2541628945
851	0.2541578535
852	0.2541343544
853	0.254067602
854	0.2540585204
855	0.2540479198
856	0.2540410394
857	0.2540275
858	0.2540139155
859	0.2540054531
860	0.2539862544
861	0.2539689065
862	0.2539516419
863	0.2539409321
864	0.2539286591
865	0.253917265
866	0.2539033127
867	0.2538824735
868	0.2538651611
869	0.2538530585
870	0.2538360183
871	0.2538267585
872	0.2538109818
873	0.253799743
874	0.2537825035
875	0.2537701481
876	0.2537589822
877	0.2537330716
878	0.2537174216
879	0.2537038722
880	0.2536971991
881	0.2536828456
882	0.2536508555
883	0.2536426571
884	0.2536333518
885	0.2536258046
886	0.2536170874
887	0.2535956776
888	0.2535766528
889	0.2535633138
890	0.2535565312
891	0.2535449278
892	0.2535255328
893	0.2535184639
894	0.2534960258
895	0.2534838109
896	0.2534743905
897	0.2534573706
898	0.253445068
899	0.2534274282
900	0.2534153671
901	0.2533983662
902	0.2533890329
903	0.2533810011
904	0.2533698975
905	0.2533586062
906	0.2533422563
907	0.2533327052
908	0.2533180034
909	0.2533054767
910	0.2532958173
911	0.2532865038
912	0.2532723219
913	0.2532534499
914	0.253244706
915	0.2532345205
916	0.2532215953
917	0.2532096662
918	0.2531955858
919	0.2531740005
920	0.2531583882
921	0.2531459714
922	0.2531387391
923	0.253128276
924	0.253111762
925	0.25310428
926	0.2530880979
927	0.2530665518
928	0.25305722
929	0.2530418882
930	0.2530319232
931	0.2530209378
932	0.2530106813
933	0.2529940549
934	0.2529814857
935	0.2529740075
936	0.2529633107
937	0.2529551006
938	0.2529444511
939	0.2529345534
940	0.252904062
941	0.2528922895
942	0.2528816515
943	0.2528682366
944	0.252861323
945	0.2528408469
946	0.2528097546
947	0.252800745
948	0.2527782565
949	0.252764259
950	0.2527511586
951	0.2527479973
952	0.2527376603
953	0.2527239291
954	0.2527107792
955	0.2526981081
956	0.2526892511
957	0.2526696677
958	0.252661434
959	0.2526406196
960	0.2526318259
961	0.2526074039
962	0.2525945999
963	0.2525776152
964	0.2525709056
965	0.252561154
966	0.2525525172
967	0.2525419789
968	0.2525254096
969	0.2525125781
970	0.2525017045
971	0.252496424
972	0.2524869799
973	0.2524800571
974	0.2524736256
975	0.2524665509
976	0.2524450335
977	0.2524319385
978	0.2524199159
979	0.2524023956
980	0.2523953526
981	0.2523913136
982	0.252371453
983	0.2523574562
984	0.2523312996
985	0.2523219808
986	0.2523047536
987	0.2522850623
988	0.2522732562
989	0.2522401725
990	0.2522253535
991	0.2522181054
992	0.2522047588
993	0.2521926858
994	0.2521848346
995	0.2521732013
996	0.2521618256
997	0.2521457847
998	0.2521270394
999	0.2521149809
